nom_q_1102,nom_q_1111,serv_SbjNum,nom_q_1110,nom_q_3222code,ord_T_q_9101a_3,ord_T_q_9101a_4,ord_T_q_9101a_5,ord_T_q_9101a_7,ord_T_q_9101a_8,ord_T_q_9101b_1,ord_T_q_9101b_2,ord_T_q_9101b_3,ord_T_q_9101b_4,ord_T_q_9101b_6,ord_T_q_9101b_7,ord_T_q_9101c_1,ord_T_q_9101c_2,ord_T_q_9101c_4,ord_T_q_9101c_6,ord_T_q_9101c_7,ord_T_q_9101c_8,ord_T_q_9101c_9,ord_T_q_9101d_2,ord_T_q_9101d_3,ord_T_q_9101d_4,ord_T_q_9101d_6,ord_T_q_9101d_7,ord_T_q_9101d_8,ord_T_q_9101d_9,ord_T_q_9101e_1,ord_T_q_9101e_2,ord_T_q_9101e_4,ord_T_q_9101e_7,ord_T_q_9101e_8,ord_T_q_9101f_2,nom_q_9103b,nom_q_9103c,nom_q_9103d,nom_q_9103e,nom_q_9103f,nom_q_9103g,nom_q_9103h,nom_q_9103i,nom_q_9103j,nom_q_9103k,nom_q_9103l,nom_q_9103m,nom_q_9103n,nom_q_9103o,nom_q_9103p,nom_q_9103q,nom_q_9103r,nom_q_9103s,ord_q_9301,nom_q_9303,nom_q_9305,nom_q_9306,nom_q_9308
Man,Dushanbe,166531238,City,4,It's a little weird,Absolutely like,Neutral,Neutral,Neutral,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,Neutral,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Neutral,Absolutely like,Neutral,It's a little weird,Neutral,Neutral,It's a little weird,It's a little weird,Electronics,Botany,Advice on work,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Travel agent,Work in the office,Forest,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",I don't know / Rejection,"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Dushanbe,167107242,City,4,It's a little weird,It's a little weird,Absolutely like,Neutral,Neutral,Neutral,Neutral,It's a little weird,It's a little weird,Neutral,Neutral,Neutral,It's a little weird,Neutral,It's a little weird,Absolutely like,Neutral,Neutral,Neutral,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Absolutely like,Neutral,It's a little weird,It's a little weird,Neutral,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Travel agent,Work in the office,Forest,Economist,Accounting,Economist,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Dushanbe,166796137,City,5,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,Neutral,Neutral,It's a little weird,It's a little weird,Absolutely like,Neutral,Neutral,Neutral,Absolutely like,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,Absolutely like,Neutral,Absolutely like,It's a little weird,Absolutely like,Neutral,It's a little weird,Neutral,It's a little weird,Absolutely like,Neutral,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Travel agent,Work in the office,Forest,Economist,Accounting,Economist,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Doing housework (including caring for children),Complete general secondary education (Grades 10-11),Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Dushanbe,166367906,City,5,Neutral,It's a little weird,It's a little weird,It's a little weird,Absolutely like,Neutral,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,Neutral,Neutral,It's a little weird,Neutral,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Neutral,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Neutral,Absolutely like,Neutral,Neutral,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Child care,Landscaping,Travel agent,Work in the office,Forest,Economist,Accounting,Builder,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Doing housework (including caring for children),Complete general secondary education (Grades 10-11),Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Dushanbe,166179700,City,5,It's a little weird,It's a little weird,It's a little weird,Absolutely like,Absolutely like,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Absolutely like,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,Forest,Economist,Accounting,Builder,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Unemployed (ready to work and looking for work),"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Dushanbe,166043857,Village,5,It's a little weird,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Neutral,Neutral,It's a little weird,It's a little weird,Neutral,It's a little weird,Absolutely like,Neutral,Neutral,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Working as an employee or assistant in a NON-agricultural business / m,"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Subordination of the center,166247586,Village,5,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Neutral,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Absolutely like,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Chemistry,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Physics,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,Forest,Economist,Accounting,Economist,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Does not work due to limited physical ability or illness,"Higher Education (University, Conservatory, Academy) or Postgraduate, d",Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Dushanbe,165846399,City,5,Neutral,It's a little weird,Neutral,It's a little weird,Neutral,It's a little weird,Neutral,It's a little weird,Neutral,Neutral,It's a little weird,Neutral,It's a little weird,It's a little weird,A little disliked,Neutral,Neutral,It's a little weird,Neutral,It's a little weird,Neutral,A little disliked,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,Neutral,Neutral,It's a little weird,Neutral,Electronics,Photography,Advice on work,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,"Playing in a group, being a member of a music team",Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Builder,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Unemployed (ready to work and looking for work),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Incomplete general secondary education (grades 5-9)
Man,Dushanbe,165787016,City,5,Neutral,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,It's a little weird,Neutral,Neutral,It's a little weird,Neutral,Neutral,It's a little weird,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Absolutely like,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Absolutely like,It's a little weird,It's a little weird,Absolutely like,Neutral,Chemistry,Botany,Advice on work,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,"Playing in a group, being a member of a music team",Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Unemployed (ready to work and looking for work),Complete general secondary education (Grades 10-11),Official / Registered Employee (NOT YOUR FAMILY BUSINESS),"Higher education (University, Conservatory, Academy) or Postgraduate studies, etc"
Man,Subordination of the center,165999610,Village,5,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,Neutral,Absolutely like,Neutral,It's a little weird,Neutral,It's a little weird,Neutral,It's a little weird,Neutral,It's a little weird,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,It's a little weird,It's a little weird,Neutral,Neutral,It's a little weird,It's a little weird,Neutral,Electronics,Botany,Owning a store,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,Landscaping,Mechanic,Work in the office,The nurse of mercy,Economist,Accounting,Economist,Helping patients in the hospital,"We could have bought a car without any problems, but a house",Official / Registered Employee (NOT YOUR FAMILY BUSINESS),Primary vocational education (VET) or secondary vocational education (technical school),Doing housework (including caring for children),Full secondary education (grades 10-11)
Man,Subordination of the center,166217254,Village,5,It's a little weird,Neutral,Neutral,Absolutely like,It's a little weird,It's a little weird,It's a little weird,Neutral,It's a little weird,Absolutely like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It's a little weird,Absolutely like,Neutral,It's a little weird,It's a little weird,It's a little weird,Neutral,Absolutely like,It's a little weird,Neutral,It's a little weird,It's a little weird,Neutral,It's a little weird,Chemistry,Photography,Advice on work,Helping families in need,Doktor,Working with wood,Economic sciences,Education,Law,Stand electronics,"Playing in a group, being a member of a music team",Mechanic,Work in the office,Forest,Economist,Accounting,Builder,Helping patients in the hospital,"Without borrowing money, he could easily buy household appliances",Unemployed (ready to work and looking for work),Complete general secondary education (Grades 10-11),Doing housework (including caring for children),Full secondary education (grades 10-11)
